[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     2448 *        0 *         0 *      4232 *        83 *
*     2449 *        0 *         0 *      4233 *        83 *
*     2450 *        0 *         0 *      4239 *        83 *
*     2451 *        0 *         0 *      4235 *        84 *
*     2452 *        0 *         0 *      4233 *        83 *
*     2453 *        0 *         0 *      4238 *        83 *
*     2454 *        0 *         0 *      2304 *        83 *
*     2454 *        1 *         0 *      7409 *        83 *
*     2455 *        0 *         0 *      4232 *        83 *
*     2456 *        0 *         0 *      4237 *        83 *
*     2456 *        1 *         0 *      4448 *        83 *
*     2457 *        0 *         0 *      4237 *        83 *
*     2458 *        0 *         0 *      4237 *        83 *
*     2459 *        0 *         0 *      4237 *        83 *
*     2460 *        0 *         0 *      4234 *        83 *
*     2461 *        0 *         0 *      4234 *        83 *
*     2462 *        0 *         0 *      4234 *        83 *
*     2463 *        0 *         0 *      4234 *        83 *
*     2464 *        0 *         0 *      4238 *        83 *
*     2465 *        0 *         0 *      4231 *        83 *
*     2466 *        0 *         0 *      4236 *        83 *
*     2467 *        0 *         0 *      4235 *        83 *
*     2468 *        0 *         0 *      4235 *        83 *
*     2468 *        1 *         0 *      4345 *        83 *
*     2469 *        0 *         0 *      4237 *        84 *
*     2470 *        0 *         0 *      4237 *        83 *
*     2471 *        0 *         0 *      4238 *        84 *
*     2472 *        0 *         0 *      4233 *        84 *
*     2473 *        0 *         0 *      4236 *        83 *
*     2474 *        0 *         0 *      4239 *        83 *
*     2475 *        0 *         0 *      4237 *        84 *
*     2476 *        0 *         0 *      4237 *        83 *
*     2477 *        0 *         0 *      4235 *        83 *
*     2478 *        0 *         0 *      4232 *        84 *
*     2479 *        0 *         0 *      4234 *        83 *
*     2480 *        0 *         0 *      4236 *        84 *
*     2481 *        0 *         0 *      4238 *        83 *
*     2482 *        0 *         0 *      4239 *        83 *
*     2483 *        0 *         0 *      4232 *        83 *
*     2484 *        0 *         0 *      4233 *        83 *
*     2485 *        0 *         0 *      4238 *        83 *
*     2486 *        0 *         0 *      4234 *        83 *
*     2487 *        0 *         0 *      4235 *        83 *
*     2488 *        0 *         0 *      4239 *        83 *
*     2489 *        0 *         0 *      4239 *        83 *
*     2490 *        0 *         0 *      4234 *        83 *
*     2491 *        0 *         0 *      4239 *        83 *
*     2492 *        0 *         0 *      4236 *        83 *
*     2493 *        0 *         0 *      4237 *        83 *
*     2494 *        0 *         0 *      4234 *        83 *
*     2495 *        0 *         0 *      4236 *        83 *
*     2496 *        0 *         0 *      4234 *        83 *
*     2497 *        0 *         0 *      4232 *        83 *
*     2498 *        0 *         0 *      4237 *        84 *
*     2499 *        0 *         0 *      4233 *        83 *
*     2500 *        0 *         0 *      4237 *        83 *
*     2501 *        0 *         0 *      4238 *        84 *
*     2502 *        0 *         0 *      4239 *        83 *
*     2503 *        0 *         0 *      4233 *        83 *
*     2504 *        0 *         0 *      4233 *        84 *
*     2505 *        0 *         0 *      4232 *        84 *
*     2506 *        0 *         0 *      4233 *        84 *
*     2507 *        0 *         0 *      4239 *        83 *
*     2508 *        0 *         0 *      4236 *        83 *
*     2509 *        0 *         0 *      4236 *        83 *
*     2510 *        0 *         0 *      4234 *        84 *
*     2511 *        0 *         0 *      4238 *        84 *
*     2512 *        0 *         0 *      4239 *        83 *
*     2513 *        0 *         0 *      4236 *        84 *
*     2514 *        0 *         0 *      4235 *        83 *
*     2515 *        0 *         0 *      4237 *        83 *
*     2516 *        0 *         0 *      4235 *        83 *
*     2517 *        0 *         0 *      4235 *        83 *
*     2518 *        0 *         0 *      4237 *        83 *
*     2519 *        0 *         0 *      4239 *        83 *
*     2520 *        0 *         0 *      4237 *        83 *
*     2521 *        0 *         0 *      4236 *        83 *
*     2522 *        0 *         0 *      4235 *        83 *
*     2523 *        0 *         0 *      4232 *        83 *
*     2524 *        0 *         0 *      4234 *        84 *
*     2525 *        0 *         0 *      4233 *        83 *
*     2526 *        0 *         0 *      4237 *        83 *
*     2527 *        0 *         0 *      4233 *        83 *
*     2528 *        0 *         0 *      4236 *        83 *
*     2529 *        0 *         0 *      4239 *        83 *
*     2530 *        0 *         0 *      4234 *        83 *
*     2531 *        0 *         0 *      4232 *        83 *
*     2532 *        0 *         0 *      4550 *        84 *
*     2532 *        1 *         0 *      4858 *        84 *
*     2533 *        0 *         0 *      4234 *        84 *
*     2534 *        0 *         0 *      4237 *        84 *
*     2535 *        0 *         0 *      4232 *        83 *
*     2535 *        1 *         0 *      4401 *        83 *
*     2536 *        0 *         0 *      4234 *        83 *
*     2537 *        0 *         0 *      4239 *        83 *
*     2538 *        0 *         0 *      4238 *        83 *
*     2539 *        0 *         0 *      4232 *        83 *
*     2540 *        0 *         0 *      4234 *        83 *
*     2541 *        0 *         0 *      4239 *        83 *
*     2542 *        0 *         0 *      4232 *        83 *
*     2543 *        0 *         0 *      4234 *        83 *
*     2544 *        0 *         0 *      4237 *        83 *
*     2545 *        0 *         0 *      4238 *        83 *
*     2546 *        0 *         0 *      4233 *        83 *
*     2547 *        0 *         0 *      4239 *        83 *
*     2548 *        0 *         0 *      4233 *        83 *
*     2549 *        0 *         0 *      4233 *        83 *
*     2550 *        0 *         0 *      4236 *        84 *
*     2551 *        0 *         0 *      4236 *        84 *
*     2552 *        0 *         0 *      4235 *        83 *
*     2553 *        0 *         0 *      4233 *        83 *
*     2554 *        0 *         0 *      4235 *        83 *
*     2555 *        0 *         0 *      4231 *        84 *
*     2556 *        0 *         0 *      4238 *        83 *
*     2557 *        0 *         0 *      4234 *        83 *
*     2558 *        0 *         0 *      4236 *        84 *
*     2559 *        0 *         0 *      4237 *        84 *
*     2560 *        0 *         0 *      4233 *        83 *
*     2561 *        0 *         0 *      4235 *        83 *
*     2562 *        0 *         0 *      4239 *        83 *
*     2563 *        0 *         0 *      4232 *        83 *
*     2564 *        0 *         0 *      4235 *        83 *
*     2565 *        0 *         0 *      4232 *        83 *
*     2566 *        0 *         0 *      4232 *        83 *
*     2567 *        0 *         0 *      4233 *        84 *
*     2568 *        0 *         0 *      4235 *        83 *
*     2569 *        0 *         0 *      4233 *        83 *
*     2570 *        0 *         0 *      4235 *        83 *
*     2571 *        0 *         0 *      4233 *        83 *
*     2572 *        0 *         0 *      4237 *        84 *
*     2573 *        0 *         0 *      4238 *        84 *
*     2574 *        0 *         0 *      4236 *        83 *
*     2575 *        0 *         0 *      4236 *        83 *
*     2576 *        0 *         0 *      4235 *        83 *
*     2577 *        0 *         0 *      4239 *        83 *
*     2578 *        0 *         0 *      4233 *        83 *
*     2579 *        0 *         0 *      4235 *        84 *
*     2580 *        0 *         0 *      4232 *        83 *
*     2581 *        0 *         0 *      4239 *        83 *
*     2582 *        0 *         0 *      4233 *        83 *
*     2583 *        0 *         0 *      4233 *        83 *
*     2584 *        0 *         0 *      4239 *        83 *
*     2585 *        0 *         0 *      4236 *        83 *
*     2586 *        0 *         0 *      4238 *        83 *
*     2587 *        0 *         0 *      4233 *        83 *
*     2588 *        0 *         0 *      4232 *        83 *
*     2589 *        0 *         0 *      4237 *        83 *
*     2589 *        1 *         0 *      4337 *        83 *
*     2590 *        0 *         0 *      4238 *        83 *
*     2591 *        0 *         0 *      4235 *        83 *
*     2592 *        0 *         0 *      4233 *        83 *
*     2593 *        0 *         0 *      4238 *        83 *
*     2594 *        0 *         0 *      4237 *        83 *
*     2595 *        0 *         0 *      4235 *        83 *
*     2596 *        0 *         0 *      4233 *        83 *
*     2597 *        0 *         0 *      4237 *        83 *
*     2598 *        0 *         0 *      4231 *        84 *
*     2599 *        0 *         0 *      4232 *        83 *
*     2600 *        0 *         0 *      4234 *        83 *
*     2601 *        0 *         0 *      4237 *        83 *
*     2602 *        0 *         0 *      4234 *        83 *
*     2602 *        1 *         0 *      4327 *        84 *
*     2603 *        0 *         0 *      4239 *        83 *
*     2604 *        0 *         0 *      4238 *        83 *
*     2604 *        1 *         0 *      4423 *        83 *
*     2605 *        0 *         0 *      4231 *        84 *
*     2606 *        0 *         0 *      4235 *        83 *
*     2607 *        0 *         0 *      4237 *        83 *
*     2608 *        0 *         0 *      4237 *        84 *
*     2609 *        0 *         0 *      4235 *        83 *
*     2610 *        0 *         0 *      4232 *        84 *
*     2611 *        0 *         0 *      4233 *        83 *
*     2612 *        0 *         0 *      4238 *        83 *
